 Cell_Line,Editing_Strategy,Gene,Matched_Variant_Count,VCF_Output
WTB_variants_PASS,base_edits,KIF1A,0,NA
WTC_variants_PASS,base_edits,KIF1A,0,NA
cN8-hNIL,CRISPRoff,LITAF,4,final_intersections_var/cN8-hNIL_LITAF_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,LITAF,4,final_intersections_var/KOLF2-ARID2-A02_LITAF_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,LITAF,4,final_intersections_var/WTB_variants_PASS_LITAF_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,LITAF,0,NA
cN8-hNIL,indels,LITAF,1,final_intersections_var/cN8-hNIL_LITAF_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,LITAF,0,NA
WTB_variants_PASS,indels,LITAF,1,final_intersections_var/WTB_variants_PASS_LITAF_indels_shared.vcf.gz
WTC_variants_PASS,indels,LITAF,0,NA
cN8-hNIL,base_edits,LITAF,0,NA
KOLF2-ARID2-A02,base_edits,LITAF,0,NA
WTB_variants_PASS,base_edits,LITAF,0,NA
WTC_variants_PASS,base_edits,LITAF,0,NA
cN8-hNIL,CRISPRoff,LMX1A,0,NA
KOLF2-ARID2-A02,CRISPRoff,LMX1A,0,NA
WTB_variants_PASS,CRISPRoff,LMX1A,0,NA
WTC_variants_PASS,CRISPRoff,LMX1A,0,NA
cN8-hNIL,indels,LMX1A,0,NA
KOLF2-ARID2-A02,indels,LMX1A,0,NA
WTB_variants_PASS,indels,LMX1A,1,final_intersections_var/WTB_variants_PASS_LMX1A_indels_shared.vcf.gz
WTC_variants_PASS,indels,LMX1A,1,final_intersections_var/WTC_variants_PASS_LMX1A_indels_shared.vcf.gz
cN8-hNIL,base_edits,LMX1A,0,NA
KOLF2-ARID2-A02,base_edits,LMX1A,0,NA
WTB_variants_PASS,base_edits,LMX1A,0,NA
WTC_variants_PASS,base_edits,LMX1A,0,NA
cN8-hNIL,CRISPRoff,LRSAM1,0,NA
KOLF2-ARID2-A02,CRISPRoff,LRSAM1,0,NA
WTB_variants_PASS,CRISPRoff,LRSAM1,0,NA
WTC_variants_PASS,CRISPRoff,LRSAM1,0,NA
cN8-hNIL,indels,LRSAM1,1,final_intersections_var/cN8-hNIL_LRSAM1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,LRSAM1,0,NA
WTB_variants_PASS,indels,LRSAM1,0,NA
WTC_variants_PASS,indels,LRSAM1,0,NA
cN8-hNIL,base_edits,LRSAM1,2,final_intersections_var/cN8-hNIL_LRSAM1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,LRSAM1,0,NA
WTB_variants_PASS,base_edits,LRSAM1,0,NA
WTC_variants_PASS,base_edits,LRSAM1,0,NA
cN8-hNIL,CRISPRoff,MAP2K2,0,NA
KOLF2-ARID2-A02,CRISPRoff,MAP2K2,0,NA
WTB_variants_PASS,CRISPRoff,MAP2K2,0,NA
WTC_variants_PASS,CRISPRoff,MAP2K2,0,NA
cN8-hNIL,indels,MAP2K2,0,NA
KOLF2-ARID2-A02,indels,MAP2K2,1,final_intersections_var/KOLF2-ARID2-A02_MAP2K2_indels_shared.vcf.gz
WTB_variants_PASS,indels,MAP2K2,0,NA
WTC_variants_PASS,indels,MAP2K2,1,final_intersections_var/WTC_variants_PASS_MAP2K2_indels_shared.vcf.gz
cN8-hNIL,base_edits,MAP2K2,0,NA
KOLF2-ARID2-A02,base_edits,MAP2K2,0,NA
WTB_variants_PASS,base_edits,MAP2K2,0,NA
WTC_variants_PASS,base_edits,MAP2K2,0,NA
cN8-hNIL,CRISPRoff,MAPK8IP3,0,NA
KOLF2-ARID2-A02,CRISPRoff,MAPK8IP3,2,final_intersections_var/KOLF2-ARID2-A02_MAPK8IP3_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,MAPK8IP3,1,final_intersections_var/WTB_variants_PASS_MAPK8IP3_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MAPK8IP3,0,NA
cN8-hNIL,indels,MAPK8IP3,0,NA
KOLF2-ARID2-A02,indels,MAPK8IP3,1,final_intersections_var/KOLF2-ARID2-A02_MAPK8IP3_indels_shared.vcf.gz
WTB_variants_PASS,indels,MAPK8IP3,1,final_intersections_var/WTB_variants_PASS_MAPK8IP3_indels_shared.vcf.gz
WTC_variants_PASS,indels,MAPK8IP3,0,NA
cN8-hNIL,base_edits,MAPK8IP3,1,final_intersections_var/cN8-hNIL_MAPK8IP3_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,MAPK8IP3,2,final_intersections_var/KOLF2-ARID2-A02_MAPK8IP3_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,MAPK8IP3,3,final_intersections_var/WTB_variants_PASS_MAPK8IP3_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,MAPK8IP3,0,NA
cN8-hNIL,CRISPRoff,MED13,1,final_intersections_var/cN8-hNIL_MED13_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,MED13,1,final_intersections_var/KOLF2-ARID2-A02_MED13_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,MED13,1,final_intersections_var/WTB_variants_PASS_MED13_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MED13,1,final_intersections_var/WTC_variants_PASS_MED13_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,MED13,0,NA
KOLF2-ARID2-A02,indels,MED13,0,NA
WTB_variants_PASS,indels,MED13,1,final_intersections_var/WTB_variants_PASS_MED13_indels_shared.vcf.gz
WTC_variants_PASS,indels,MED13,0,NA
cN8-hNIL,base_edits,MED13,0,NA
KOLF2-ARID2-A02,base_edits,MED13,0,NA
WTB_variants_PASS,base_edits,MED13,0,NA
WTC_variants_PASS,base_edits,MED13,0,NA
cN8-hNIL,CRISPRoff,MEFV,0,NA
KOLF2-ARID2-A02,CRISPRoff,MEFV,0,NA
WTB_variants_PASS,CRISPRoff,MEFV,0,NA
WTC_variants_PASS,CRISPRoff,MEFV,0,NA
cN8-hNIL,indels,MEFV,0,NA
KOLF2-ARID2-A02,indels,MEFV,0,NA
WTB_variants_PASS,indels,MEFV,0,NA
WTC_variants_PASS,indels,MEFV,4,final_intersections_var/WTC_variants_PASS_MEFV_indels_shared.vcf.gz
cN8-hNIL,base_edits,MEFV,0,NA
KOLF2-ARID2-A02,base_edits,MEFV,0,NA
WTB_variants_PASS,base_edits,MEFV,0,NA
WTC_variants_PASS,base_edits,MEFV,0,NA
cN8-hNIL,CRISPRoff,MET,1,final_intersections_var/cN8-hNIL_MET_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,MET,0,NA
WTB_variants_PASS,CRISPRoff,MET,2,final_intersections_var/WTB_variants_PASS_MET_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MET,1,final_intersections_var/WTC_variants_PASS_MET_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,MET,2,final_intersections_var/cN8-hNIL_MET_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MET,1,final_intersections_var/KOLF2-ARID2-A02_MET_indels_shared.vcf.gz
WTB_variants_PASS,indels,MET,2,final_intersections_var/WTB_variants_PASS_MET_indels_shared.vcf.gz
WTC_variants_PASS,indels,MET,0,NA
cN8-hNIL,base_edits,MET,0,NA
KOLF2-ARID2-A02,base_edits,MET,0,NA
WTB_variants_PASS,base_edits,MET,0,NA
WTC_variants_PASS,base_edits,MET,0,NA
cN8-hNIL,CRISPRoff,MTOR,0,NA
KOLF2-ARID2-A02,CRISPRoff,MTOR,3,final_intersections_var/KOLF2-ARID2-A02_MTOR_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,MTOR,2,final_intersections_var/WTB_variants_PASS_MTOR_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MTOR,2,final_intersections_var/WTC_variants_PASS_MTOR_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,MTOR,3,final_intersections_var/cN8-hNIL_MTOR_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MTOR,5,final_intersections_var/KOLF2-ARID2-A02_MTOR_indels_shared.vcf.gz
WTB_variants_PASS,indels,MTOR,2,final_intersections_var/WTB_variants_PASS_MTOR_indels_shared.vcf.gz
WTC_variants_PASS,indels,MTOR,2,final_intersections_var/WTC_variants_PASS_MTOR_indels_shared.vcf.gz
cN8-hNIL,base_edits,MTOR,0,NA
KOLF2-ARID2-A02,base_edits,MTOR,1,final_intersections_var/KOLF2-ARID2-A02_MTOR_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,MTOR,1,final_intersections_var/WTB_variants_PASS_MTOR_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,MTOR,1,final_intersections_var/WTC_variants_PASS_MTOR_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,MYH10,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH10,0,NA
WTB_variants_PASS,CRISPRoff,MYH10,0,NA
WTC_variants_PASS,CRISPRoff,MYH10,0,NA
cN8-hNIL,indels,MYH10,0,NA
KOLF2-ARID2-A02,indels,MYH10,1,final_intersections_var/KOLF2-ARID2-A02_MYH10_indels_shared.vcf.gz
WTB_variants_PASS,indels,MYH10,1,final_intersections_var/WTB_variants_PASS_MYH10_indels_shared.vcf.gz
WTC_variants_PASS,indels,MYH10,1,final_intersections_var/WTC_variants_PASS_MYH10_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH10,0,NA
KOLF2-ARID2-A02,base_edits,MYH10,0,NA
WTB_variants_PASS,base_edits,MYH10,0,NA
WTC_variants_PASS,base_edits,MYH10,0,NA
cN8-hNIL,CRISPRoff,MYH11,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH11,0,NA
WTB_variants_PASS,CRISPRoff,MYH11,2,final_intersections_var/WTB_variants_PASS_MYH11_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MYH11,0,NA
cN8-hNIL,indels,MYH11,5,final_intersections_var/cN8-hNIL_MYH11_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MYH11,5,final_intersections_var/KOLF2-ARID2-A02_MYH11_indels_shared.vcf.gz
WTB_variants_PASS,indels,MYH11,6,final_intersections_var/WTB_variants_PASS_MYH11_indels_shared.vcf.gz
WTC_variants_PASS,indels,MYH11,4,final_intersections_var/WTC_variants_PASS_MYH11_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH11,2,final_intersections_var/cN8-hNIL_MYH11_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,MYH11,2,final_intersections_var/KOLF2-ARID2-A02_MYH11_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,MYH11,2,final_intersections_var/WTB_variants_PASS_MYH11_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,MYH11,0,NA
cN8-hNIL,CRISPRoff,MYH14,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH14,0,NA
WTB_variants_PASS,CRISPRoff,MYH14,0,NA
WTC_variants_PASS,CRISPRoff,MYH14,0,NA
cN8-hNIL,indels,MYH14,1,final_intersections_var/cN8-hNIL_MYH14_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MYH14,2,final_intersections_var/KOLF2-ARID2-A02_MYH14_indels_shared.vcf.gz
WTB_variants_PASS,indels,MYH14,0,NA
WTC_variants_PASS,indels,MYH14,3,final_intersections_var/WTC_variants_PASS_MYH14_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH14,2,final_intersections_var/cN8-hNIL_MYH14_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,MYH14,1,final_intersections_var/KOLF2-ARID2-A02_MYH14_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,MYH14,0,NA
WTC_variants_PASS,base_edits,MYH14,2,final_intersections_var/WTC_variants_PASS_MYH14_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,MYH2,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH2,2,final_intersections_var/KOLF2-ARID2-A02_MYH2_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,MYH2,2,final_intersections_var/WTB_variants_PASS_MYH2_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,MYH2,0,NA
cN8-hNIL,indels,MYH2,0,NA
KOLF2-ARID2-A02,indels,MYH2,1,final_intersections_var/KOLF2-ARID2-A02_MYH2_indels_shared.vcf.gz
WTB_variants_PASS,indels,MYH2,2,final_intersections_var/WTB_variants_PASS_MYH2_indels_shared.vcf.gz
WTC_variants_PASS,indels,MYH2,1,final_intersections_var/WTC_variants_PASS_MYH2_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH2,0,NA
KOLF2-ARID2-A02,base_edits,MYH2,0,NA
WTB_variants_PASS,base_edits,MYH2,0,NA
WTC_variants_PASS,base_edits,MYH2,0,NA
cN8-hNIL,CRISPRoff,MYH6,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH6,0,NA
WTB_variants_PASS,CRISPRoff,MYH6,0,NA
WTC_variants_PASS,CRISPRoff,MYH6,0,NA
cN8-hNIL,indels,MYH6,2,final_intersections_var/cN8-hNIL_MYH6_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MYH6,0,NA
WTB_variants_PASS,indels,MYH6,0,NA
WTC_variants_PASS,indels,MYH6,2,final_intersections_var/WTC_variants_PASS_MYH6_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH6,1,final_intersections_var/cN8-hNIL_MYH6_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,MYH6,0,NA
WTB_variants_PASS,base_edits,MYH6,1,final_intersections_var/WTB_variants_PASS_MYH6_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,MYH6,1,final_intersections_var/WTC_variants_PASS_MYH6_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,MYH7,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH7,0,NA
WTB_variants_PASS,CRISPRoff,MYH7,0,NA
WTC_variants_PASS,CRISPRoff,MYH7,0,NA
cN8-hNIL,indels,MYH7,0,NA
KOLF2-ARID2-A02,indels,MYH7,0,NA
WTB_variants_PASS,indels,MYH7,1,final_intersections_var/WTB_variants_PASS_MYH7_indels_shared.vcf.gz
WTC_variants_PASS,indels,MYH7,1,final_intersections_var/WTC_variants_PASS_MYH7_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYH7,0,NA
KOLF2-ARID2-A02,base_edits,MYH7,0,NA
WTB_variants_PASS,base_edits,MYH7,1,final_intersections_var/WTB_variants_PASS_MYH7_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,MYH7,0,NA
cN8-hNIL,CRISPRoff,MYH9,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYH9,0,NA
WTB_variants_PASS,CRISPRoff,MYH9,0,NA
WTC_variants_PASS,CRISPRoff,MYH9,0,NA
cN8-hNIL,indels,MYH9,0,NA
KOLF2-ARID2-A02,indels,MYH9,0,NA
WTB_variants_PASS,indels,MYH9,0,NA
WTC_variants_PASS,indels,MYH9,0,NA
cN8-hNIL,base_edits,MYH9,0,NA
KOLF2-ARID2-A02,base_edits,MYH9,0,NA
WTB_variants_PASS,base_edits,MYH9,0,NA
WTC_variants_PASS,base_edits,MYH9,0,NA
cN8-hNIL,CRISPRoff,MYLK3,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYLK3,0,NA
WTB_variants_PASS,CRISPRoff,MYLK3,0,NA
WTC_variants_PASS,CRISPRoff,MYLK3,0,NA
cN8-hNIL,indels,MYLK3,0,NA
KOLF2-ARID2-A02,indels,MYLK3,0,NA
WTB_variants_PASS,indels,MYLK3,0,NA
WTC_variants_PASS,indels,MYLK3,1,final_intersections_var/WTC_variants_PASS_MYLK3_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYLK3,0,NA
KOLF2-ARID2-A02,base_edits,MYLK3,0,NA
WTB_variants_PASS,base_edits,MYLK3,0,NA
WTC_variants_PASS,base_edits,MYLK3,0,NA
cN8-hNIL,CRISPRoff,MYO7A,0,NA
KOLF2-ARID2-A02,CRISPRoff,MYO7A,0,NA
WTB_variants_PASS,CRISPRoff,MYO7A,0,NA
WTC_variants_PASS,CRISPRoff,MYO7A,0,NA
cN8-hNIL,indels,MYO7A,1,final_intersections_var/cN8-hNIL_MYO7A_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,MYO7A,2,final_intersections_var/KOLF2-ARID2-A02_MYO7A_indels_shared.vcf.gz
WTB_variants_PASS,indels,MYO7A,1,final_intersections_var/WTB_variants_PASS_MYO7A_indels_shared.vcf.gz
WTC_variants_PASS,indels,MYO7A,3,final_intersections_var/WTC_variants_PASS_MYO7A_indels_shared.vcf.gz
cN8-hNIL,base_edits,MYO7A,2,final_intersections_var/cN8-hNIL_MYO7A_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,MYO7A,2,final_intersections_var/KOLF2-ARID2-A02_MYO7A_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,MYO7A,0,NA
WTC_variants_PASS,base_edits,MYO7A,2,final_intersections_var/WTC_variants_PASS_MYO7A_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,NEK1,2,final_intersections_var/cN8-hNIL_NEK1_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,NEK1,1,final_intersections_var/KOLF2-ARID2-A02_NEK1_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,NEK1,2,final_intersections_var/WTB_variants_PASS_NEK1_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,NEK1,1,final_intersections_var/WTC_variants_PASS_NEK1_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,NEK1,1,final_intersections_var/cN8-hNIL_NEK1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,NEK1,1,final_intersections_var/KOLF2-ARID2-A02_NEK1_indels_shared.vcf.gz
WTB_variants_PASS,indels,NEK1,1,final_intersections_var/WTB_variants_PASS_NEK1_indels_shared.vcf.gz
WTC_variants_PASS,indels,NEK1,0,NA
cN8-hNIL,base_edits,NEK1,0,NA
KOLF2-ARID2-A02,base_edits,NEK1,0,NA
WTB_variants_PASS,base_edits,NEK1,0,NA
WTC_variants_PASS,base_edits,NEK1,0,NA
cN8-hNIL,CRISPRoff,NEK8,0,NA
KOLF2-ARID2-A02,CRISPRoff,NEK8,0,NA
WTB_variants_PASS,CRISPRoff,NEK8,0,NA
WTC_variants_PASS,CRISPRoff,NEK8,0,NA
cN8-hNIL,indels,NEK8,0,NA
KOLF2-ARID2-A02,indels,NEK8,0,NA
WTB_variants_PASS,indels,NEK8,0,NA
WTC_variants_PASS,indels,NEK8,0,NA
cN8-hNIL,base_edits,NEK8,0,NA
KOLF2-ARID2-A02,base_edits,NEK8,0,NA
WTB_variants_PASS,base_edits,NEK8,0,NA
WTC_variants_PASS,base_edits,NEK8,0,NA
cN8-hNIL,CRISPRoff,NEXN,0,NA
KOLF2-ARID2-A02,CRISPRoff,NEXN,0,NA
WTB_variants_PASS,CRISPRoff,NEXN,0,NA
WTC_variants_PASS,CRISPRoff,NEXN,0,NA
cN8-hNIL,indels,NEXN,0,NA
KOLF2-ARID2-A02,indels,NEXN,0,NA
WTB_variants_PASS,indels,NEXN,0,NA
WTC_variants_PASS,indels,NEXN,0,NA
cN8-hNIL,base_edits,NEXN,0,NA
KOLF2-ARID2-A02,base_edits,NEXN,0,NA
WTB_variants_PASS,base_edits,NEXN,0,NA
WTC_variants_PASS,base_edits,NEXN,0,NA
cN8-hNIL,CRISPRoff,NFKBIA,0,NA
KOLF2-ARID2-A02,CRISPRoff,NFKBIA,1,final_intersections_var/KOLF2-ARID2-A02_NFKBIA_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,NFKBIA,0,NA
WTC_variants_PASS,CRISPRoff,NFKBIA,1,final_intersections_var/WTC_variants_PASS_NFKBIA_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,NFKBIA,0,NA
KOLF2-ARID2-A02,indels,NFKBIA,1,final_intersections_var/KOLF2-ARID2-A02_NFKBIA_indels_shared.vcf.gz
WTB_variants_PASS,indels,NFKBIA,0,NA
WTC_variants_PASS,indels,NFKBIA,0,NA
cN8-hNIL,base_edits,NFKBIA,0,NA
KOLF2-ARID2-A02,base_edits,NFKBIA,0,NA
WTB_variants_PASS,base_edits,NFKBIA,0,NA
WTC_variants_PASS,base_edits,NFKBIA,0,NA
cN8-hNIL,CRISPRoff,OPA1,0,NA
KOLF2-ARID2-A02,CRISPRoff,OPA1,0,NA
WTB_variants_PASS,CRISPRoff,OPA1,0,NA
WTC_variants_PASS,CRISPRoff,OPA1,0,NA
cN8-hNIL,indels,OPA1,1,final_intersections_var/cN8-hNIL_OPA1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,OPA1,1,final_intersections_var/KOLF2-ARID2-A02_OPA1_indels_shared.vcf.gz
WTB_variants_PASS,indels,OPA1,0,NA
WTC_variants_PASS,indels,OPA1,0,NA
cN8-hNIL,base_edits,OPA1,0,NA
KOLF2-ARID2-A02,base_edits,OPA1,0,NA
WTB_variants_PASS,base_edits,OPA1,0,NA
WTC_variants_PASS,base_edits,OPA1,0,NA
cN8-hNIL,CRISPRoff,P2RX2,3,final_intersections_var/cN8-hNIL_P2RX2_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,P2RX2,0,NA
WTB_variants_PASS,CRISPRoff,P2RX2,0,NA
WTC_variants_PASS,CRISPRoff,P2RX2,0,NA
cN8-hNIL,indels,P2RX2,1,final_intersections_var/cN8-hNIL_P2RX2_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,P2RX2,0,NA
WTB_variants_PASS,indels,P2RX2,0,NA
WTC_variants_PASS,indels,P2RX2,0,NA
cN8-hNIL,base_edits,P2RX2,2,final_intersections_var/cN8-hNIL_P2RX2_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,P2RX2,0,NA
WTB_variants_PASS,base_edits,P2RX2,0,NA
WTC_variants_PASS,base_edits,P2RX2,0,NA
cN8-hNIL,CRISPRoff,P2RY12,1,final_intersections_var/cN8-hNIL_P2RY12_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,P2RY12,0,NA
WTB_variants_PASS,CRISPRoff,P2RY12,0,NA
WTC_variants_PASS,CRISPRoff,P2RY12,1,final_intersections_var/WTC_variants_PASS_P2RY12_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,P2RY12,0,NA
KOLF2-ARID2-A02,indels,P2RY12,0,NA
WTB_variants_PASS,indels,P2RY12,0,NA
WTC_variants_PASS,indels,P2RY12,0,NA
cN8-hNIL,base_edits,P2RY12,0,NA
KOLF2-ARID2-A02,base_edits,P2RY12,0,NA
WTB_variants_PASS,base_edits,P2RY12,0,NA
WTC_variants_PASS,base_edits,P2RY12,0,NA
cN8-hNIL,CRISPRoff,PACS2,0,NA
KOLF2-ARID2-A02,CRISPRoff,PACS2,0,NA
WTB_variants_PASS,CRISPRoff,PACS2,0,NA
WTC_variants_PASS,CRISPRoff,PACS2,0,NA
cN8-hNIL,indels,PACS2,0,NA
KOLF2-ARID2-A02,indels,PACS2,0,NA
WTB_variants_PASS,indels,PACS2,0,NA
WTC_variants_PASS,indels,PACS2,0,NA
cN8-hNIL,base_edits,PACS2,0,NA
KOLF2-ARID2-A02,base_edits,PACS2,0,NA
WTB_variants_PASS,base_edits,PACS2,0,NA
WTC_variants_PASS,base_edits,PACS2,0,NA
cN8-hNIL,CRISPRoff,PCGF2,0,NA
KOLF2-ARID2-A02,CRISPRoff,PCGF2,0,NA
WTB_variants_PASS,CRISPRoff,PCGF2,0,NA
WTC_variants_PASS,CRISPRoff,PCGF2,0,NA
cN8-hNIL,indels,PCGF2,0,NA
KOLF2-ARID2-A02,indels,PCGF2,1,final_intersections_var/KOLF2-ARID2-A02_PCGF2_indels_shared.vcf.gz
WTB_variants_PASS,indels,PCGF2,0,NA
WTC_variants_PASS,indels,PCGF2,0,NA
cN8-hNIL,base_edits,PCGF2,0,NA
KOLF2-ARID2-A02,base_edits,PCGF2,1,final_intersections_var/KOLF2-ARID2-A02_PCGF2_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,PCGF2,0,NA
WTC_variants_PASS,base_edits,PCGF2,0,NA
cN8-hNIL,CRISPRoff,PCSK9,0,NA
KOLF2-ARID2-A02,CRISPRoff,PCSK9,0,NA
WTB_variants_PASS,CRISPRoff,PCSK9,0,NA
WTC_variants_PASS,CRISPRoff,PCSK9,0,NA
cN8-hNIL,indels,PCSK9,0,NA
KOLF2-ARID2-A02,indels,PCSK9,0,NA
WTB_variants_PASS,indels,PCSK9,0,NA
WTC_variants_PASS,indels,PCSK9,0,NA
cN8-hNIL,base_edits,PCSK9,1,final_intersections_var/cN8-hNIL_PCSK9_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,PCSK9,0,NA
WTB_variants_PASS,base_edits,PCSK9,1,final_intersections_var/WTB_variants_PASS_PCSK9_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,PCSK9,1,final_intersections_var/WTC_variants_PASS_PCSK9_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,PDGFRA,0,NA
KOLF2-ARID2-A02,CRISPRoff,PDGFRA,0,NA
WTB_variants_PASS,CRISPRoff,PDGFRA,0,NA
WTC_variants_PASS,CRISPRoff,PDGFRA,0,NA
cN8-hNIL,indels,PDGFRA,0,NA
KOLF2-ARID2-A02,indels,PDGFRA,3,final_intersections_var/KOLF2-ARID2-A02_PDGFRA_indels_shared.vcf.gz
WTB_variants_PASS,indels,PDGFRA,0,NA
WTC_variants_PASS,indels,PDGFRA,0,NA
cN8-hNIL,base_edits,PDGFRA,0,NA
KOLF2-ARID2-A02,base_edits,PDGFRA,0,NA
WTB_variants_PASS,base_edits,PDGFRA,0,NA
WTC_variants_PASS,base_edits,PDGFRA,0,NA
cN8-hNIL,CRISPRoff,PIK3CD,0,NA
KOLF2-ARID2-A02,CRISPRoff,PIK3CD,0,NA
WTB_variants_PASS,CRISPRoff,PIK3CD,0,NA
WTC_variants_PASS,CRISPRoff,PIK3CD,0,NA
cN8-hNIL,indels,PIK3CD,0,NA
KOLF2-ARID2-A02,indels,PIK3CD,0,NA
WTB_variants_PASS,indels,PIK3CD,1,final_intersections_var/WTB_variants_PASS_PIK3CD_indels_shared.vcf.gz
WTC_variants_PASS,indels,PIK3CD,0,NA
cN8-hNIL,base_edits,PIK3CD,0,NA
KOLF2-ARID2-A02,base_edits,PIK3CD,0,NA
WTB_variants_PASS,base_edits,PIK3CD,0,NA
WTC_variants_PASS,base_edits,PIK3CD,0,NA
cN8-hNIL,CRISPRoff,PIK3R2,2,final_intersections_var/cN8-hNIL_PIK3R2_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,PIK3R2,0,NA
WTB_variants_PASS,CRISPRoff,PIK3R2,0,NA
WTC_variants_PASS,CRISPRoff,PIK3R2,2,final_intersections_var/WTC_variants_PASS_PIK3R2_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,PIK3R2,0,NA
KOLF2-ARID2-A02,indels,PIK3R2,0,NA
WTB_variants_PASS,indels,PIK3R2,0,NA
WTC_variants_PASS,indels,PIK3R2,0,NA
cN8-hNIL,base_edits,PIK3R2,0,NA
KOLF2-ARID2-A02,base_edits,PIK3R2,0,NA
